age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,,,
23,13,"antwerp, belgium",dutch23,dutch,male,1268,belgium,FALSE,,,
23,14,"seoul, south korea",dutch24,dutch,female,1269,south korea,FALSE,,,
23,13,"wilrijk, belgium",dutch25,dutch,female,1270,belgium,FALSE,,,
23,13,"turnhout, belgium",dutch26,dutch,female,1271,belgium,FALSE,,,
21,13,"antwerp, belgium",dutch27,dutch,female,1274,belgium,FALSE,,,
22,8,"antwerp, belgium",dutch28,dutch,male,1275,belgium,FALSE,,,
29,7,"ede, netherlands",dutch29,dutch,male,1300,netherlands,FALSE,,,
19,6,"alkmaar, netherlands",dutch3,dutch,male,537,netherlands,FALSE,,,
21,14,"sint-niklaas, belgium",dutch30,dutch,female,1462,belgium,FALSE,,,
23,13,"antwerp, belgium",dutch31,dutch,female,1463,belgium,FALSE,,,
21,14,"brasschaat, belgium",dutch32,dutch,male,1464,belgium,FALSE,,,
22,9,"mechelen, belgium",dutch33,dutch,female,1466,belgium,FALSE,,,
22,14,"bornem, belgium",dutch34,dutch,female,1468,belgium,FALSE,,,
21,13,"mortsel, belgium",dutch35,dutch,female,1473,belgium,FALSE,,,
21,12,"turnhout, belgium",dutch36,dutch,female,1476,belgium,FALSE,,,
21,11,"antwerp, belgium",dutch37,dutch,female,1479,belgium,FALSE,,,
21,12,"beveren, belgium",dutch38,dutch,female,1481,belgium,FALSE,,,
22,10,"hardinxveld-giessendam, netherlands",dutch39,dutch,female,1482,netherlands,FALSE,,,
18,10,"bilzen, flanders, belgium",dutch4,dutch,male,743,belgium,FALSE,,,
25,9,"dordrecht, netherlands",dutch40,dutch,male,1484,netherlands,FALSE,,,
41,13,"deventer, netherlands",dutch41,dutch,male,1517,netherlands,FALSE,,,
36,8,"schiedam, netherlands",dutch42,dutch,male,1551,netherlands,FALSE,,,
21,11,"rotterdam, netherlands",dutch43,dutch,male,1705,netherlands,FALSE,,,
21,12,"antwerp, belgium",dutch44,dutch,female,1740,belgium,FALSE,,,
22,2,"sint niklaas, belgium",dutch45,dutch,male,1742,belgium,FALSE,,,
22,12,"hulshout, belgium",dutch46,dutch,female,1743,belgium,FALSE,,,
37,11,"gouda, netherlands",dutch47,dutch,female,2115,netherlands,FALSE,,,
54,13,"rotterdam, netherlands",dutch5,dutch,female,770,netherlands,FALSE,,,
46,10,"brussels, belgium",dutch6,dutch,female,847,belgium,FALSE,,,
68,10,"amsterdam, netherlands",dutch7,dutch,male,895,netherlands,FALSE,,,
35,12,"alphen aan de ryn, netherlands",dutch8,dutch,female,896,netherlands,FALSE,,,
68,12,"almelo, netherlands",dutch9,dutch,female,897,netherlands,FALSE,,,
35,3,"okene, nigeria",ebira1,ebira,male,59,nigeria,FALSE,,,
25,6,"benin city, nigeria",edo1,edo,male,60,nigeria,FALSE,,,
42,0,"pittsburgh, pennsylvania, usa",english1,english,male,61,usa,FALSE,,,
35,0,"davenport, iowa, usa",english10,english,female,62,usa,FALSE,,,
23,0,"miami, florida, usa",english100,english,female,63,usa,FALSE,,,
18,0,"toronto, ontario, canada",english101,english,female,64,canada,FALSE,,,
22,0,"torrington, connecticut, usa",english102,english,male,65,usa,FALSE,,,
21,0,"staten island, new york, usa",english103,english,male,66,usa,FALSE,,,
18,0,"youngstown, ohio, usa",english104,english,female,67,usa,FALSE,,,
57,0,"windsor, ontario, canada",english105,english,male,407,canada,FALSE,,,
39,0,"los angeles, california, usa",english106,english,female,408,usa,FALSE,,,
19,0,"chicago, illinois, usa",english107,english,male,416,usa,FALSE,,,
21,0,"strabane, northern ireland, uk",english108,english,male,419,uk,FALSE,,,
26,0,"concord, new hampshire, usa",english109,english,female,420,usa,FALSE,,,
35,0,"staffordshire, uk",english11,english,female,68,uk,FALSE,,,
21,0,"great yarmouth, norfolk, uk",english110,english,male,421,uk,FALSE,,,
21,0,"bombay, india",english111,english,male,426,india,FALSE,,,
21,0,"st. thomas, us virgin islands",english112,english,male,427,us virgin islands,FALSE,,,
31,0,"wrexham, wales, uk",english113,english,male,439,uk,FALSE,,,
38,0,"birmingham 2, alabama, usa",english114,english,female,442,usa,FALSE,,,
31,0,"st. albans, hertfordshire, uk",english115,english,male,443,uk,FALSE,,,
56,0,"atlanta, georgia, usa",english116,english,male,444,usa,FALSE,,,
60,0,"elmore, alabama, usa",english117,english,female,445,usa,FALSE,,,
19,0,"akron, ohio, usa",english118,english,male,446,usa,FALSE,,,
32,0,"saskatoon, saskatchewan, canada",english119,english,female,455,canada,FALSE,,,
71,0,"leicester, uk",english12,english,female,69,uk,FALSE,,,
65,0,"saskatoon, saskatchewan, canada",english120,english,male,456,canada,FALSE,,,
21,0,"waconia, minnesota, usa",english121,english,male,465,usa,FALSE,,,
20,0,"kuala lumpur, malaysia",english122,english,female,468,malaysia,FALSE,,,
28,0,"riverside, california, usa",english123,english,female,469,usa,FALSE,,,
38,0,"brooklyn, new york, usa",english124,english,male,480,usa,FALSE,,,
28,0,"st. george, queensland, australia",english125,english,male,485,australia,FALSE,,,
34,0,"cincinnati, ohio, usa",english126,english,female,487,usa,FALSE,,,
39,0,"new britain, connecticut, usa",english127,english,male,489,usa,FALSE,,,
20,0,"miami, florida, usa",english128,english,female,490,usa,FALSE,,,
25,0,"blackpool, lancashire, uk",english129,english,male,492,uk,FALSE,,,
69,0,"henley on thames, oxfordshire, uk",english13,english,male,70,uk,FALSE,,,
32,0,"port elizabeth, south africa",english130,english,male,496,south africa,FALSE,,,
23,0,"west palm beach, florida, usa",english131,english,male,497,usa,FALSE,,,
18,0,"toronto, ontario, canada",english132,english,female,503,canada,FALSE,,,
36,0,"norwich, new york, usa",english133,english,female,504,usa,FALSE,,,
22,0,"belfast, northern ireland, uk",english134,english,female,506,uk,FALSE,,,
22,0,"orange beach, alabama, usa",english135,english,male,507,usa,FALSE,,,
25,0,"calgary, alberta, canada",english136,english,male,508,canada,FALSE,,,
26,0,"charleston, west virginia, usa",english137,english,male,509,usa,FALSE,,,
25,0,"palmer, alaska, usa",english138,english,female,510,usa,FALSE,,,
20,0,"providence, rhode island, usa",english139,english,male,511,usa,FALSE,,,
40,0,"belfast, northern ireland, uk",english14,english,male,71,uk,FALSE,,,
43,0,"quezon city, philippines",english140,english,male,515,philippines,FALSE,,,
19,0,"york, uk",english141,english,male,516,uk,FALSE,,,
19,0,"avon, new york, usa",english142,english,male,517,usa,FALSE,,,
42,0,"minneapolis, minnesota, usa",english143,english,male,518,usa,FALSE,,,
24,0,"barneys river, nova scotia, canada",english144,english,male,519,canada,FALSE,,,
18,0,"bury st. edmunds, uk",english145,english,male,521,uk,FALSE,,,
22,0,"blytheville, arkansas, usa",english146,english,male,522,usa,FALSE,,,
40,0,"merced, california, usa",english147,english,female,523,usa,FALSE,,,
31,0,"sydney, australia",english148,english,male,525,australia,FALSE,,,
18,0,"lawrenceville, georgia, usa",english149,english,male,526,usa,FALSE,,,
7,0,"norton, virginia, usa",english15,english,female,72,usa,FALSE,,,
31,0,"brownsville, kentucky, usa",english150,english,male,527,usa,FALSE,,,
18,0,"baltimore, maryland, usa",english151,english,male,528,usa,FALSE,,,
18,0,"adelaide, australia",english152,english,male,529,australia,FALSE,,,
35,0,"brisbane, australia",english153,english,male,533,australia,FALSE,,,
28,0,"glace bay, nova scotia, canada",english154,english,male,534,canada,FALSE,,,
35,0,"oakland, california, usa",english155,english,male,535,usa,FALSE,,,
33,0,"dublin, ireland",english156,english,male,536,ireland,FALSE,,,
35,0,"fort worth, texas, usa",english157,english,male,538,usa,FALSE,,,
18,0,"washington, district of columbia, usa",english158,english,female,540,usa,FALSE,,,
18,0,"ottawa, ontario, canada",english159,english,male,541,canada,FALSE,,,
21,0,"wise, virginia, usa",english16,english,male,73,usa,FALSE,,,
21,0,"redwood falls, minnesota, usa",english160,english,female,542,usa,FALSE,,,
75,0,"wakefield, ohio, usa",english161,english,female,546,usa,FALSE,,,
41,0,"delaware, ohio, usa",english162,english,female,548,usa,FALSE,,,
41,0,"fairview park, ohio, usa",english163,english,male,547,usa,FALSE,,,
38,0,"leeds, uk",english164,english,male,549,uk,FALSE,,,
43,0,"detroit, michigan, usa",english165,english,female,550,usa,FALSE,,,
18,0,"glenside, pennsylvania, usa",english166,english,male,551,usa,FALSE,,,
43,0,"lakeview, michigan, usa",english167,english,male,552,usa,FALSE,,,
40,0,"oceanside, california, usa",english168,english,male,554,usa,FALSE,,,
18,0,"cleveland, mississippi, usa",english169,english,male,555,usa,FALSE,,,
79,0,"darwin va, virginia, usa",english17,english,male,74,usa,FALSE,,,
50,0,"belmont, mississippi, usa",english170,english,female,556,usa,FALSE,,,
21,0,"st. louis, missouri, usa",english171,english,male,563,usa,FALSE,,,
49,0,"kingston, jamaica",english172,english,male,564,jamaica,FALSE,,,
19,0,"libertyville, illinois, usa",english173,english,male,567,usa,FALSE,,,
30,0,"kuching, sarawak, malaysia",english174,english,female,568,malaysia,FALSE,,,
24,0,"seattle, washington, usa",english175,english,male,572,usa,FALSE,,,
18,0,"elizabeth city, north carolina, usa",english176,english,female,573,usa,FALSE,,,
23,0,"new orleans, louisiana, usa",english177,english,female,574,usa,FALSE,,,
30,0,"wilkes-barre, pennsylvania, usa",english178,english,male,583,usa,FALSE,,,
57,0,"huron, south dakota, usa",english179,english,male,584,usa,FALSE,,,
39,0,"dickenson county, virginia, usa",english18,english,female,75,usa,FALSE,,,
20,0,"newport, rhode island, usa",english180,english,male,585,usa,FALSE,,,
68,0,"new eagle, pennsylvania, usa",english181,english,male,586,usa,FALSE,,,
50,0,"troy, new york, usa",english182,english,male,590,usa,FALSE,,,
55,0,"corriverton, guyana",english183,english,female,595,guyana,FALSE,,,
18,0,"hillsboro, oregon, usa",english184,english,female,597,usa,FALSE,,,
38,0,"oxford, uk",english185,english,male,604,uk,FALSE,,,
39,0,"gadsden, alabama, usa",english186,english,female,605,usa,FALSE,,,
42,0,"algona, iowa, usa",english187,english,female,606,usa,FALSE,,,
35,0,"edinburgh, scotland, uk",english188,english,male,611,uk,FALSE,,,
19,0,"grand forks, north dakota, usa",english189,english,male,617,usa,FALSE,,,
53,0,"louisville, kentucky, usa",english19,english,male,76,usa,FALSE,,,
27,0,"oak park, illinois, usa",english190,english,male,618,usa,FALSE,,,
19,0,"las cruces, new mexico, usa",english191,english,male,631,usa,FALSE,,,
27,0,"east lansing, michigan, usa",english192,english,female,636,usa,FALSE,,,
32,0,"honolulu, hawaii, usa",english193,english,male,637,usa,FALSE,,,
19,0,"manchester, england, uk",english194,english,male,638,uk,FALSE,,,
21,0,"delavan, wisconsin, usa",english195,english,female,639,usa,FALSE,,,
50,0,"suva, fiji",english196,english,female,654,fiji,FALSE,,,
22,0,"iowa city, iowa, usa",english197,english,male,662,usa,FALSE,,,
56,0,"washington, district of columbia, usa",english198,english,male,663,usa,FALSE,,,
25,0,"bay shore, new york, usa",english199,english,male,664,usa,FALSE,,,
30,0,"birmingham, uk",english2,english,female,77,uk,FALSE,,,
27,0,"mt. holly, north carolina, usa",english20,english,female,78,usa,FALSE,,,
22,0,"berkeley, california, usa",english200,english,female,667,usa,FALSE,,,
26,0,"warren, michigan, usa",english201,english,female,668,usa,FALSE,,,
19,0,"crisfield, maryland, usa",english202,english,male,673,usa,FALSE,,,
63,0,"boston, massachusetts, usa",english203,english,female,674,usa,FALSE,,,
53,0,"chicago, illinois, usa",english204,english,male,678,usa,FALSE,,,
45,0,"blue earth, minnesota, usa",english205,english,female,679,usa,FALSE,,,
35,0,"hucknall, nottinghamshire, england, uk",english206,english,female,680,uk,FALSE,,,
23,0,"wilkes-barre, pennsylvania, usa",english207,english,female,684,usa,FALSE,,,
46,0,"washington, dc, usa",english208,english,male,695,usa,FALSE,,,
28,0,"saint johns, antigua and barbuda",english209,english,female,702,antigua and barbuda,FALSE,,,
37,0,"boston, massachusetts, usa",english21,english,female,79,usa,FALSE,,,
23,0,"trenton, nova scotia, canada",english210,english,female,705,canada,FALSE,,,
30,0,"worcester, massachusetts, usa",english211,english,male,720,usa,FALSE,,,
24,0,"spartanburg, south carolina, usa",english212,english,male,729,usa,FALSE,,,
38,0,"dodge city, kansas, usa",english213,english,male,734,usa,FALSE,,,
26,0,"myrtle beach, south carolina, usa",english214,english,male,737,usa,FALSE,,,
20,0,"lemington spa, warwickshire, uk",english215,english,male,738,uk,FALSE,,,
48,0,"chicago, illinois, usa",english216,english,female,739,usa,FALSE,,,
66,0,"harrow, middlesex, uk",english217,english,male,740,uk,FALSE,,,
27,0,"abingdon, virginia, usa",english218,english,female,747,usa,FALSE,,,
38,0,"oakland, california, usa",english219,english,female,748,usa,FALSE,,,
25,0,"panama city, panama",english22,english,female,80,panama,FALSE,,,
18,0,"anaheim, california, usa",english220,english,female,749,usa,FALSE,,,
45,0,"london, uk",english221,english,male,754,uk,FALSE,,,
18,0,"auburn, indiana, usa",english222,english,female,764,usa,FALSE,,,
18,0,"erie, pennsylvania, usa",english223,english,male,767,usa,FALSE,,,
20,0,"bridgetown, barbados",english224,english,male,768,barbados,FALSE,,,
50,0,"dundee, scotland, uk",english225,english,male,771,uk,FALSE,,,
38,0,"walton-on-thames, surrey, uk",english226,english,male,772,uk,FALSE,,,
42,0,"camberley, surrey, uk",english227,english,female,773,uk,FALSE,,,
59,0,"glasgow, scotland, uk",english228,english,female,774,uk,FALSE,,,
25,0,"burlington, vermont, usa",english229,english,male,775,usa,FALSE,,,
43,0,"englewood, tennessee, usa",english23,english,male,81,usa,FALSE,,,
35,0,"launceston, tasmania, australia",english230,english,male,776,australia,FALSE,,,
22,0,"tampa, florida, usa",english231,english,male,791,usa,FALSE,,,
32,0,"metairie, louisiana, usa",english232,english,female,798,usa,FALSE,,,
26,0,"edmonton, alberta, canada",english233,english,female,793,canada,FALSE,,,
49,0,"bloomington, indiana, usa",english234,english,male,794,usa,FALSE,,,
52,0,"richmond, virginia, usa",english235,english,female,795,usa,FALSE,,,
44,0,"st. charles, illinois, usa",english236,english,male,799,usa,FALSE,,,
22,0,"jeffersonville, ohio, usa",english237,english,female,801,usa,FALSE,,,
21,0,"vancouver, british  columbia, canada",english238,english,female,802,canada,FALSE,,,
19,0,"fort kobbe, panama",english239,english,male,803,panama,FALSE,,,
37,0,"glasgow, scotland, uk",english24,english,male,82,uk,FALSE,,,
26,0,"guelph, ontario, canada",english240,english,male,815,canada,FALSE,,,
52,0,"wanganui, new zealand",english241,english,female,817,new zealand,FALSE,,,
77,0,"laurel, mississippi, usa",english242,english,female,818,usa,FALSE,,,
27,0,"fredericton, new brunswick, canada",english243,english,male,820,canada,FALSE,,,
23,0,"san francisco, california, usa",english244,english,male,821,usa,FALSE,,,
25,0,"pittsburgh, pennsylvania, usa",english245,english,male,824,usa,FALSE,,,
32,0,"los angeles, california, usa",english246,english,male,825,usa,FALSE,,,
33,0,"prince rupert, british columbia, canada",english247,english,male,835,canada,FALSE,,,
18,0,"philadelphia, pennsylvania, usa",english248,english,female,840,usa,FALSE,,,
29,0,"boston, massachusetts, usa",english249,english,female,850,usa,FALSE,,,
57,0,"atlanta, georgia, usa",english25,english,male,83,usa,FALSE,,,
19,0,"chester, england, uk",english250,english,male,852,uk,FALSE,,,
21,0,"mt. kisco, new york, usa",english251,english,male,855,usa,FALSE,,,
25,0,"san jose ca, california, usa",english252,english,female,856,usa,FALSE,,,
21,0,"dublin, ireland",english253,english,male,857,ireland,FALSE,,,
39,0,"eugene, oregon, usa",english254,english,male,858,usa,FALSE,,,
24,0,"oamaru, new zealand",english255,english,female,859,new zealand,FALSE,,,
23,0,"laurinburg, north carolina, usa",english256,english,male,861,usa,FALSE,,,
24,0,"san diego, california, usa",english257,english,male,863,usa,FALSE,,,
24,0,"kilkenny, ireland",english258,english,male,869,ireland,FALSE,,,
23,0,"singapore, singapore",english259,english,male,870,singapore,FALSE,,,
71,0,"smith island, maryland, usa",english26,english,male,84,usa,FALSE,,,
18,0,"phoenix, arizona, usa",english260,english,female,871,usa,FALSE,,,
59,0,"forestville, maryland, usa",english261,english,female,875,usa,FALSE,,,
60,0,"naylor, maryland, usa",english262,english,male,876,usa,FALSE,,,
21,0,"oak forest, illinois, usa",english263,english,male,884,usa,FALSE,,,
21,0,"freemont, california, usa",english264,english,male,889,usa,FALSE,,,
31,0,"vancouver wa, washington, usa",english265,english,male,890,usa,FALSE,,,
18,0,"san diego, california, usa",english266,english,male,899,usa,FALSE,,,
66,0,"leeds, uk",english267,english,male,900,uk,FALSE,,,
67,0,"leeds, uk",english268,english,female,901,uk,FALSE,,,
22,0,"adelaide, australia",english269,english,female,902,australia,FALSE,,,
37,0,"smith island, maryland, usa",english27,english,female,85,usa,FALSE,,,
29,0,"cape town, south africa",english270,english,male,903,south africa,FALSE,,,
32,0,"cape town, south africa",english271,english,female,904,south africa,FALSE,,,
20,0,"dallas, texas, usa",english272,english,male,905,usa,FALSE,,,
46,0,"blue bell, pennsylvania, usa",english273,english,male,907,usa,FALSE,,,
25,0,"sydney, australia",english274,english,female,909,australia,FALSE,,,
20,0,"clifton, new jersey, usa",english275,english,female,912,usa,FALSE,,,
50,0,"chattanooga, tennessee, usa",english276,english,female,918,usa,FALSE,,,
48,0,"hudson, new york, usa",english277,english,female,919,usa,FALSE,,,
18,0,"augusta, georgia, usa",english278,english,female,921,usa,FALSE,,,
30,0,"singapore, singapore",english279,english,female,922,singapore,FALSE,,,
54,0,"toronto, ontario, canada",english28,english,male,86,canada,FALSE,,,
19,0,"ramsey, isle of man",english280,english,female,935,isle of man,FALSE,,,
23,0,"ramsey mn, minnesota, usa",english281,english,male,937,usa,FALSE,,,
20,0,"tampa, florida, usa",english282,english,male,939,usa,FALSE,,,
18,0,"pelham, new york, usa",english283,english,male,951,usa,FALSE,,,
33,0,"gainesville, florida, usa",english284,english,male,952,usa,FALSE,,,
50,0,"melbourne, australia",english285,english,male,961,australia,FALSE,,,
21,0,"beaumont, texas, usa",english286,english,female,977,usa,FALSE,,,
27,0,"singapore, singapore",english287,english,female,981,singapore,FALSE,,,
26,0,"st. louis, missouri, usa",english288,english,female,982,usa,FALSE,,,
19,0,"fairfax, virginia, usa",english289,english,female,983,usa,FALSE,,,
54,0,"lindsay, ontario, canada",english29,english,female,87,canada,FALSE,,,
20,0,"duluth, georgia, usa",english290,english,male,986,usa,FALSE,,,
18,0,"belize city, belize",english291,english,male,1026,belize,FALSE,,,
38,0,"kansas city, missouri, usa",english292,english,male,1051,usa,FALSE,,,
22,0,"billings, montana, usa",english293,english,female,1052,usa,FALSE,,,
19,0,"naracoorte, australia",english294,english,female,1060,australia,FALSE,,,
25,0,"airdrie, alberta, canada",english295,english,male,1067,canada,FALSE,,,
18,0,"edmonton, alberta, canada",english296,english,female,1070,canada,FALSE,,,
19,0,"lindenhurst, new york, usa",english297,english,male,1071,usa,FALSE,,,
22,0,"lismore, new south wales, australia",english298,english,male,1072,australia,FALSE,,,
59,0,"windsor, ontario, canada",english299,english,male,1075,canada,FALSE,,,
26,0,"brisbane, australia",english3,english,female,88,australia,FALSE,,,
30,0,"st. mary's, ontario, canada",english30,english,female,89,canada,FALSE,,,
18,0,"dublin, ireland",english300,english,male,1076,ireland,FALSE,,,
41,0,"toronto, ontario, canada",english301,english,male,1078,canada,FALSE,,,
22,0,"melbourne, australia",english302,english,male,1085,australia,FALSE,,,
45,0,"anaheim, california, usa",english303,english,female,1086,usa,FALSE,,,
20,0,"clare, ireland",english304,english,female,1088,ireland,FALSE,,,
24,0,"la paz, bolivia",english305,english,female,1094,bolivia,FALSE,,,
24,0,"london, uk",english306,english,female,1093,uk,FALSE,,,
48,0,"alexandria, va, usa",english307,english,male,1100,usa,FALSE,,,
34,0,"cardiff, wales, uk",english308,english,male,1101,uk,FALSE,,,
44,0,"dunedin, new zealand",english309,english,female,1105,new zealand,FALSE,,,
31,0,"st. augustine, trinidad",english31,english,female,90,trinidad,FALSE,,,
37,0,"oxford, uk",english310,english,female,1108,uk,FALSE,,,
38,0,"detroit, michigan, usa",english311,english,female,1110,usa,FALSE,,,
40,0,"edmonton, alberta, canada",english312,english,female,1113,canada,FALSE,,,
28,0,"silver spring, maryland, usa",english313,english,male,1119,usa,FALSE,,,
26,0,"memphis, tennessee, usa",english314,english,female,1120,usa,FALSE,,,
25,0,"los angeles, california, usa",english315,english,male,1121,usa,FALSE,,,
33,0,"sacramento, california, usa",english316,english,male,1122,usa,FALSE,,,
26,0,"burlington, vermont, usa",english317,english,male,1132,usa,FALSE,,,
46,0,"sarnia, ontario, canada",english318,english,male,1137,canada,FALSE,,,
29,0,"grimsby, lincolnshire, uk",english319,english,male,1138,uk,FALSE,,,
50,0,"fresno, california, usa",english32,english,female,91,usa,FALSE,,,
59,0,"maryland county, liberia",english320,english,female,1162,liberia,FALSE,,,
52,0,"brooklyn, new york, usa",english321,english,male,1163,usa,FALSE,,,
29,0,"yorkton, saskatchewan, canada",english322,english,male,1172,canada,FALSE,,,
31,0,"regina, saskatchewan, canada",english323,english,female,1173,canada,FALSE,,,
28,0,"st. marys, ontario, canada",english324,english,male,1174,canada,FALSE,,,
32,0,"reading, pennsylvania, usa",english325,english,male,1176,usa,FALSE,,,
53,0,"fairborn, ohio, usa",english326,english,male,1188,usa,FALSE,,,
27,0,"dunedin, florida, usa",english327,english,male,1205,usa,FALSE,,,
23,0,"hollywood, florida, usa",english328,english,female,1206,usa,FALSE,,,
21,0,"boise, idaho, usa",english329,english,female,1207,usa,FALSE,,,
21,0,"san diego, california, usa",english33,english,male,92,usa,FALSE,,,
18,0,"augusta, georgia, usa",english330,english,female,1208,usa,FALSE,,,
28,0,"perth, australia",english331,english,female,1209,australia,FALSE,,,
20,0,"baltimore, maryland, usa",english332,english,female,1212,usa,FALSE,,,
32,0,"spokane, washington, usa",english333,english,female,1214,usa,FALSE,,,
18,0,"derby, england, uk",english334,english,female,1215,uk,FALSE,,,
6,0,"washington, district of columbia, usa",english335,english,male,1216,usa,FALSE,,,
46,0,"baltimore, maryland, usa",english336,english,female,1217,usa,FALSE,,,
84,0,"jersey city, new jersey, usa",english337,english,female,1218,usa,FALSE,,,
53,0,"sydney, australia",english338,english,female,1219,australia,FALSE,,,
54,0,"chicago, illinois, usa",english339,english,male,1220,usa,FALSE,,,
18,0,"ronkonkoma, new york, usa",english34,english,female,93,usa,FALSE,,,
19,0,"charleston, west virginia, usa",english340,english,male,1222,usa,FALSE,,,
23,0,"new york, new york, usa",english341,english,female,1224,usa,FALSE,,,
33,0,"kansas city, missouri, usa",english342,english,male,1225,usa,FALSE,,,
23,0,"portland, maine, usa",english343,english,male,1226,usa,FALSE,,,
19,0,"lumberton, north carolina, usa",english344,english,female,1232,usa,FALSE,,,
20,0,"kansas city, missouri, usa",english345,english,male,1233,usa,FALSE,,,
60,0,"east hartford, connecticut, usa",english346,english,male,1235,usa,FALSE,,,
22,0,"burnsville, minnesota, usa",english347,english,female,1236,usa,FALSE,,,
20,0,"las pinas, philippines",english348,english,female,1237,philippines,FALSE,,,
24,0,"warrenton, virginia, usa",english349,english,female,1239,usa,FALSE,,,
60,0,"milwaukee, wisconsin, usa",english35,english,female,94,usa,FALSE,,,
18,0,"polesworth, staffordshire, uk",english350,english,female,1241,uk,FALSE,,,
37,0,"carthage, missouri, usa",english351,english,male,1242,usa,FALSE,,,
25,0,"singapore, singapore",english352,english,male,1243,singapore,FALSE,,,
18,0,"saskatoon, saskatchewan, canada",english353,english,male,1246,canada,FALSE,,,
23,0,"christchurch, new zealand",english354,english,female,1250,new zealand,FALSE,,,
19,0,"los angeles, california, usa",english355,english,male,1256,usa,FALSE,,,
23,0,"morden, manitoba, canada",english356,english,female,1257,canada,FALSE,,,
24,0,"alto, georgia, usa",english357,english,male,1258,usa,FALSE,,,
19,0,"fredericton, new brunswick, canada",english358,english,male,1259,canada,FALSE,,,
32,0,"sackville, new brunswick, canada",english359,english,male,1276,canada,FALSE,,,
60,0,"arcadia, wisconsin, usa",english36,english,male,95,usa,FALSE,,,
19,0,"erie, pennsylvania, usa",english360,english,female,1277,usa,FALSE,,,
20,0,"burnsville, minnesota, usa",english361,english,female,1280,usa,FALSE,,,
21,0,"cork, ireland",english362,english,male,1281,ireland,FALSE,,,
20,0,"castle donington, uk",english363,english,male,1287,uk,FALSE,,,
28,0,"sydney, australia",english364,english,female,1288,australia,FALSE,,,
52,0,"oxford, uk",english365,english,male,1292,uk,FALSE,,,
25,0,"bournesmouth, uk",english366,english,female,1293,uk,FALSE,,,
25,0,"birkenhead, uk",english367,english,female,1294,uk,FALSE,,,
43,0,"strattford-on-avon, uk",english368,english,male,1295,uk,FALSE,,,
27,0,"mcminnville, oregon, usa",english369,english,male,1297,usa,FALSE,,,
28,0,"yole, india",english37,english,female,96,india,FALSE,,,
22,0,"pondicherry, india",english370,english,male,1302,india,FALSE,,,
27,0,"colorado springs, colorado, usa",english371,english,female,1303,usa,FALSE,,,
80,0,"christiansburg, virginia, usa",english372,english,male,1307,usa,FALSE,,,
22,0,"russellville, kentucky, usa",english373,english,male,1308,usa,FALSE,,,
36,0,"milford haven, wales, uk",english374,english,male,1310,uk,FALSE,,,
28,0,"manchester, connecticut, usa",english375,english,male,1312,usa,FALSE,,,
46,0,"pasadena, california, usa",english376,english,male,1315,usa,FALSE,,,
32,0,"trenton, michigan, usa",english377,english,female,1319,usa,FALSE,,,
38,0,"silver spring, maryland, usa",english378,english,female,1320,usa,FALSE,,,
43,0,"summit, new jersey, usa",english379,english,male,1321,usa,FALSE,,,
27,0,"littlehampton, uk",english38,english,male,97,uk,FALSE,,,
34,0,"roanoke, virginia, usa",english380,english,female,1323,usa,FALSE,,,
85,0,"pike county, kentucky, usa",english381,english,male,1324,usa,FALSE,,,
34,0,"arlington, virginia, usa",english382,english,male,1325,usa,FALSE,,,
32,0,"washington, district of columbia, usa",english383,english,female,1326,usa,FALSE,,,
57,0,"williamson, west virginia, usa",english384,english,male,1327,usa,FALSE,,,
77,0,"mcveigh, kentucky, usa",english385,english,female,1328,usa,FALSE,,,
56,0,"los angeles, california, usa",english386,english,female,1330,usa,FALSE,,,
21,0,"lancaster, california, usa",english387,english,female,1331,usa,FALSE,,,
70,0,"bluefield, west virginia, usa",english388,english,female,1332,usa,FALSE,,,
71,0,"aldie, virginia, usa",english389,english,female,1333,usa,FALSE,,,
59,0,"new orleans, louisiana, usa",english39,english,female,98,usa,FALSE,,,
74,0,"milwaukee, wisconsin, usa",english390,english,male,1334,usa,FALSE,,,
84,0,"milton, florida, usa",english391,english,female,1335,usa,FALSE,,,
62,0,"warrenton, virginia, usa",english392,english,male,1336,usa,FALSE,,,
58,0,"washington, district of columbia, usa",english393,english,female,1337,usa,FALSE,,,
82,0,"aiken, south carolina, usa",english394,english,female,1339,usa,FALSE,,,
39,0,"alexandria, virginia, usa",english395,english,male,1340,usa,FALSE,,,
48,0,"orange, virginia, usa",english396,english,female,1341,usa,FALSE,,,
76,0,"wadesboro, north carolina, usa",english397,english,female,1342,usa,FALSE,,,
83,0,"salisbury, north carolina, usa",english398,english,female,1343,usa,FALSE,,,
80,0,"la grange, georgia, usa",english399,english,female,1345,usa,FALSE,,,
53,0,"saint anne's bay, jamaica",english4,english,female,99,jamaica,FALSE,,,
53,0,"dudley, uk",english40,english,male,100,uk,FALSE,,,
59,0,"shanklin, isle of wight, uk",english400,english,female,1348,uk,FALSE,,,
26,0,"lucerne, switzerland",english401,english,male,1349,switzerland,FALSE,,,
26,0,"canberra, australia",english402,english,female,1350,australia,FALSE,,,
29,0,"sydney, australia",english403,english,female,1351,australia,FALSE,,,
29,0,"windsor, australia",english404,english,male,1352,australia,FALSE,,,
32,0,"geelong, australia",english405,english,female,1353,australia,FALSE,,,
24,0,"pensacola, florida, usa",english406,english,female,1358,usa,FALSE,,,
