label,speaker,take,id
7,yweweler,36,7_yweweler_36.wav
9,lucas,48,9_lucas_48.wav
9,jackson,0,9_jackson_0.wav
7,yweweler,22,7_yweweler_22.wav
2,lucas,14,2_lucas_14.wav
0,george,38,0_george_38.wav
9,nicolas,7,9_nicolas_7.wav
2,nicolas,28,2_nicolas_28.wav
0,george,10,0_george_10.wav
9,theo,26,9_theo_26.wav
0,yweweler,32,0_yweweler_32.wav
6,jackson,22,6_jackson_22.wav
6,jackson,36,6_jackson_36.wav
9,theo,32,9_theo_32.wav
0,yweweler,26,0_yweweler_26.wav
9,yweweler,45,9_yweweler_45.wav
2,lucas,28,2_lucas_28.wav
2,lucas,1,2_lucas_1.wav
1,george,36,1_george_36.wav
1,george,22,1_george_22.wav
8,theo,7,8_theo_7.wav
6,lucas,20,6_lucas_20.wav
6,lucas,34,6_lucas_34.wav
3,theo,42,3_theo_42.wav
8,nicolas,9,8_nicolas_9.wav
6,george,26,6_george_26.wav
4,lucas,13,4_lucas_13.wav
2,yweweler,12,2_yweweler_12.wav
6,george,32,6_george_32.wav
6,theo,47,6_theo_47.wav
9,george,5,9_george_5.wav
0,lucas,8,0_lucas_8.wav
5,yweweler,16,5_yweweler_16.wav
8,george,40,8_george_40.wav
8,jackson,18,8_jackson_18.wav
4,jackson,44,4_jackson_44.wav
4,nicolas,13,4_nicolas_13.wav
7,george,28,7_george_28.wav
0,jackson,19,0_jackson_19.wav
7,lucas,4,7_lucas_4.wav
0,lucas,33,0_lucas_33.wav
0,jackson,31,0_jackson_31.wav
8,jackson,24,8_jackson_24.wav
7,george,14,7_george_14.wav
8,jackson,30,8_jackson_30.wav
0,lucas,27,0_lucas_27.wav
5,theo,4,5_theo_4.wav
0,jackson,25,0_jackson_25.wav
7,jackson,32,7_jackson_32.wav
3,lucas,13,3_lucas_13.wav
6,yweweler,47,6_yweweler_47.wav
3,nicolas,38,3_nicolas_38.wav
4,george,39,4_george_39.wav
7,jackson,26,7_jackson_26.wav
8,yweweler,20,8_yweweler_20.wav
5,theo,20,5_theo_20.wav
1,yweweler,43,1_yweweler_43.wav
8,theo,48,8_theo_48.wav
5,theo,34,5_theo_34.wav
3,nicolas,10,3_nicolas_10.wav
3,jackson,47,3_jackson_47.wav
4,george,11,4_george_11.wav
8,yweweler,34,8_yweweler_34.wav
2,theo,10,2_theo_10.wav
5,george,23,5_george_23.wav
5,george,37,5_george_37.wav
7,lucas,33,7_lucas_33.wav
2,theo,38,2_theo_38.wav
7,lucas,27,7_lucas_27.wav
7,lucas,26,7_lucas_26.wav
2,theo,39,2_theo_39.wav
7,lucas,32,7_lucas_32.wav
5,george,36,5_george_36.wav
5,george,22,5_george_22.wav
2,theo,11,2_theo_11.wav
4,george,10,4_george_10.wav
3,jackson,46,3_jackson_46.wav
3,nicolas,11,3_nicolas_11.wav
5,theo,35,5_theo_35.wav
8,theo,49,8_theo_49.wav
8,yweweler,35,8_yweweler_35.wav
8,yweweler,21,8_yweweler_21.wav
1,yweweler,42,1_yweweler_42.wav
5,theo,21,5_theo_21.wav
7,jackson,27,7_jackson_27.wav
3,lucas,12,3_lucas_12.wav
7,jackson,33,7_jackson_33.wav
4,george,38,4_george_38.wav
3,nicolas,39,3_nicolas_39.wav
6,yweweler,46,6_yweweler_46.wav
8,jackson,31,8_jackson_31.wav
7,george,15,7_george_15.wav
5,theo,5,5_theo_5.wav
0,jackson,24,0_jackson_24.wav
0,lucas,26,0_lucas_26.wav
0,jackson,30,0_jackson_30.wav
0,lucas,32,0_lucas_32.wav
8,jackson,25,8_jackson_25.wav
7,george,29,7_george_29.wav
4,nicolas,12,4_nicolas_12.wav
4,jackson,45,4_jackson_45.wav
7,lucas,5,7_lucas_5.wav
0,jackson,18,0_jackson_18.wav
8,jackson,19,8_jackson_19.wav
5,yweweler,17,5_yweweler_17.wav
8,george,41,8_george_41.wav
6,theo,46,6_theo_46.wav
6,george,33,6_george_33.wav
2,yweweler,13,2_yweweler_13.wav
0,lucas,9,0_lucas_9.wav
9,george,4,9_george_4.wav
4,lucas,12,4_lucas_12.wav
6,george,27,6_george_27.wav
3,theo,43,3_theo_43.wav
6,lucas,35,6_lucas_35.wav
8,nicolas,8,8_nicolas_8.wav
8,theo,6,8_theo_6.wav
6,lucas,21,6_lucas_21.wav
1,george,23,1_george_23.wav
1,george,37,1_george_37.wav
0,yweweler,27,0_yweweler_27.wav
9,theo,33,9_theo_33.wav
6,jackson,37,6_jackson_37.wav
2,lucas,0,2_lucas_0.wav
2,lucas,29,2_lucas_29.wav
9,yweweler,44,9_yweweler_44.wav
0,george,11,0_george_11.wav
9,nicolas,6,9_nicolas_6.wav
2,nicolas,29,2_nicolas_29.wav
6,jackson,23,6_jackson_23.wav
0,yweweler,33,0_yweweler_33.wav
9,theo,27,9_theo_27.wav
7,yweweler,23,7_yweweler_23.wav
9,jackson,1,9_jackson_1.wav
0,george,39,0_george_39.wav
2,lucas,15,2_lucas_15.wav
2,nicolas,15,2_nicolas_15.wav
2,jackson,42,2_jackson_42.wav
9,lucas,49,9_lucas_49.wav
7,yweweler,37,7_yweweler_37.wav
6,nicolas,48,6_nicolas_48.wav
5,yweweler,8,5_yweweler_8.wav
1,lucas,35,1_lucas_35.wav
5,jackson,41,5_jackson_41.wav
5,nicolas,16,5_nicolas_16.wav
1,lucas,21,1_lucas_21.wav
3,george,14,3_george_14.wav
0,theo,18,0_theo_18.wav
1,jackson,34,1_jackson_34.wav
0,theo,30,0_theo_30.wav
9,jackson,21,9_jackson_21.wav
3,george,28,3_george_28.wav
9,jackson,35,9_jackson_35.wav
1,jackson,20,1_jackson_20.wav
0,theo,24,0_theo_24.wav
5,lucas,29,5_lucas_29.wav
0,theo,0,0_theo_0.wav
7,theo,14,7_theo_14.wav
5,lucas,15,5_lucas_15.wav
2,george,26,2_george_26.wav
2,george,32,2_george_32.wav
8,george,3,8_george_3.wav
7,theo,28,7_theo_28.wav
2,george,24,2_george_24.wav
5,lucas,17,5_lucas_17.wav
8,george,1,8_george_1.wav
2,george,30,2_george_30.wav
2,george,18,2_george_18.wav
0,theo,2,0_theo_2.wav
7,theo,16,7_theo_16.wav
3,yweweler,48,3_yweweler_48.wav
9,jackson,23,9_jackson_23.wav
1,jackson,36,1_jackson_36.wav
0,theo,32,0_theo_32.wav
1,jackson,22,1_jackson_22.wav
0,theo,26,0_theo_26.wav
5,nicolas,28,5_nicolas_28.wav
9,jackson,37,9_jackson_37.wav
1,lucas,37,1_lucas_37.wav
9,nicolas,48,9_nicolas_48.wav
1,nicolas,49,1_nicolas_49.wav
3,george,16,3_george_16.wav
1,lucas,23,1_lucas_23.wav
5,nicolas,14,5_nicolas_14.wav
5,jackson,43,5_jackson_43.wav
2,lucas,17,2_lucas_17.wav
2,yweweler,9,2_yweweler_9.wav
9,jackson,3,9_jackson_3.wav
0,yweweler,19,0_yweweler_19.wav
7,yweweler,21,7_yweweler_21.wav
7,yweweler,35,7_yweweler_35.wav
9,theo,19,9_theo_19.wav
2,jackson,40,2_jackson_40.wav
2,nicolas,17,2_nicolas_17.wav
9,yweweler,46,9_yweweler_46.wav
2,lucas,2,2_lucas_2.wav
6,jackson,35,6_jackson_35.wav
9,theo,31,9_theo_31.wav
0,yweweler,25,0_yweweler_25.wav
9,theo,25,9_theo_25.wav
0,yweweler,31,0_yweweler_31.wav
6,jackson,21,6_jackson_21.wav
9,nicolas,4,9_nicolas_4.wav
0,george,13,0_george_13.wav
1,george,21,1_george_21.wav
1,george,35,1_george_35.wav
6,lucas,37,6_lucas_37.wav
3,theo,41,3_theo_41.wav
6,lucas,23,6_lucas_23.wav
8,theo,4,8_theo_4.wav
9,george,6,9_george_6.wav
2,yweweler,11,2_yweweler_11.wav
6,george,31,6_george_31.wav
6,theo,44,6_theo_44.wav
5,yweweler,29,5_yweweler_29.wav
6,george,25,6_george_25.wav
4,lucas,10,4_lucas_10.wav
8,george,43,8_george_43.wav
5,yweweler,15,5_yweweler_15.wav
4,lucas,38,4_lucas_38.wav
2,yweweler,39,2_yweweler_39.wav
6,george,19,6_george_19.wav
0,lucas,18,0_lucas_18.wav
7,lucas,7,7_lucas_7.wav
1,theo,48,1_theo_48.wav
4,jackson,47,4_jackson_47.wav
4,nicolas,10,4_nicolas_10.wav
0,lucas,24,0_lucas_24.wav
0,jackson,26,0_jackson_26.wav
5,theo,7,5_theo_7.wav
7,george,17,7_george_17.wav
8,jackson,33,8_jackson_33.wav
8,jackson,27,8_jackson_27.wav
4,nicolas,38,4_nicolas_38.wav
0,lucas,30,0_lucas_30.wav
0,jackson,32,0_jackson_32.wav
7,jackson,25,7_jackson_25.wav
6,yweweler,44,6_yweweler_44.wav
7,jackson,31,7_jackson_31.wav
3,lucas,10,3_lucas_10.wav
7,jackson,19,7_jackson_19.wav
3,lucas,38,3_lucas_38.wav
8,yweweler,37,8_yweweler_37.wav
5,theo,37,5_theo_37.wav
3,nicolas,13,3_nicolas_13.wav
3,jackson,44,3_jackson_44.wav
4,george,12,4_george_12.wav
5,theo,23,5_theo_23.wav
1,yweweler,40,1_yweweler_40.wav
6,theo,9,6_theo_9.wav
8,yweweler,23,8_yweweler_23.wav
7,lucas,18,7_lucas_18.wav
5,george,34,5_george_34.wav
2,theo,13,2_theo_13.wav
5,george,20,5_george_20.wav
9,lucas,8,9_lucas_8.wav
7,lucas,24,7_lucas_24.wav
7,lucas,30,7_lucas_30.wav
7,lucas,31,7_lucas_31.wav
9,lucas,9,9_lucas_9.wav
7,lucas,25,7_lucas_25.wav
5,george,21,5_george_21.wav
2,theo,12,2_theo_12.wav
5,george,35,5_george_35.wav
7,lucas,19,7_lucas_19.wav
1,yweweler,41,1_yweweler_41.wav
5,theo,22,5_theo_22.wav
8,yweweler,22,8_yweweler_22.wav
6,theo,8,6_theo_8.wav
8,yweweler,36,8_yweweler_36.wav
3,lucas,39,3_lucas_39.wav
7,jackson,18,7_jackson_18.wav
4,george,13,4_george_13.wav
3,jackson,45,3_jackson_45.wav
3,nicolas,12,3_nicolas_12.wav
5,theo,36,5_theo_36.wav
6,yweweler,45,6_yweweler_45.wav
3,lucas,11,3_lucas_11.wav
7,jackson,30,7_jackson_30.wav
7,jackson,24,7_jackson_24.wav
4,nicolas,39,4_nicolas_39.wav
8,jackson,26,8_jackson_26.wav
0,jackson,33,0_jackson_33.wav
0,lucas,31,0_lucas_31.wav
0,jackson,27,0_jackson_27.wav
5,theo,6,5_theo_6.wav
0,lucas,25,0_lucas_25.wav
8,jackson,32,8_jackson_32.wav
7,george,16,7_george_16.wav
7,lucas,6,7_lucas_6.wav
0,lucas,19,0_lucas_19.wav
4,nicolas,11,4_nicolas_11.wav
4,jackson,46,4_jackson_46.wav
1,theo,49,1_theo_49.wav
6,george,18,6_george_18.wav
2,yweweler,38,2_yweweler_38.wav
8,george,42,8_george_42.wav
4,lucas,39,4_lucas_39.wav
5,yweweler,14,5_yweweler_14.wav
4,lucas,11,4_lucas_11.wav
6,george,24,6_george_24.wav
9,george,7,9_george_7.wav
5,yweweler,28,5_yweweler_28.wav
6,theo,45,6_theo_45.wav
6,george,30,6_george_30.wav
2,yweweler,10,2_yweweler_10.wav
6,lucas,22,6_lucas_22.wav
8,theo,5,8_theo_5.wav
3,theo,40,3_theo_40.wav
6,lucas,36,6_lucas_36.wav
1,george,34,1_george_34.wav
1,george,20,1_george_20.wav
6,jackson,20,6_jackson_20.wav
0,yweweler,30,0_yweweler_30.wav
9,theo,24,9_theo_24.wav
0,george,12,0_george_12.wav
9,nicolas,5,9_nicolas_5.wav
2,lucas,3,2_lucas_3.wav
9,yweweler,47,9_yweweler_47.wav
0,yweweler,24,0_yweweler_24.wav
9,theo,30,9_theo_30.wav
6,jackson,34,6_jackson_34.wav
9,theo,18,9_theo_18.wav
7,yweweler,34,7_yweweler_34.wav
2,nicolas,16,2_nicolas_16.wav
2,jackson,41,2_jackson_41.wav
2,lucas,16,2_lucas_16.wav
7,yweweler,20,7_yweweler_20.wav
0,yweweler,18,0_yweweler_18.wav
9,jackson,2,9_jackson_2.wav
2,yweweler,8,2_yweweler_8.wav
1,nicolas,48,1_nicolas_48.wav
5,jackson,42,5_jackson_42.wav
5,nicolas,15,5_nicolas_15.wav
1,lucas,22,1_lucas_22.wav
3,george,17,3_george_17.wav
9,nicolas,49,9_nicolas_49.wav
1,lucas,36,1_lucas_36.wav
0,theo,27,0_theo_27.wav
1,jackson,23,1_jackson_23.wav
9,jackson,36,9_jackson_36.wav
5,nicolas,29,5_nicolas_29.wav
9,jackson,22,9_jackson_22.wav
0,theo,33,0_theo_33.wav
1,jackson,37,1_jackson_37.wav
3,yweweler,49,3_yweweler_49.wav
7,theo,17,7_theo_17.wav
0,theo,3,0_theo_3.wav
2,george,19,2_george_19.wav
2,george,31,2_george_31.wav
8,george,0,8_george_0.wav
2,george,25,2_george_25.wav
5,lucas,16,5_lucas_16.wav
0,theo,7,0_theo_7.wav
7,theo,13,7_theo_13.wav
5,lucas,12,5_lucas_12.wav
2,george,21,2_george_21.wav
8,george,4,8_george_4.wav
2,george,35,2_george_35.wav
4,yweweler,49,4_yweweler_49.wav
1,lucas,32,1_lucas_32.wav
3,george,13,3_george_13.wav
1,lucas,26,1_lucas_26.wav
5,nicolas,11,5_nicolas_11.wav
5,jackson,46,5_jackson_46.wav
1,jackson,33,1_jackson_33.wav
0,theo,37,0_theo_37.wav
9,jackson,26,9_jackson_26.wav
5,nicolas,39,5_nicolas_39.wav
9,jackson,32,9_jackson_32.wav
1,jackson,27,1_jackson_27.wav
0,theo,23,0_theo_23.wav
6,jackson,30,6_jackson_30.wav
7,yweweler,18,7_yweweler_18.wav
0,yweweler,20,0_yweweler_20.wav
4,theo,48,4_theo_48.wav
9,theo,34,9_theo_34.wav
2,lucas,7,2_lucas_7.wav
9,yweweler,43,9_yweweler_43.wav
9,nicolas,1,9_nicolas_1.wav
0,george,16,0_george_16.wav
0,yweweler,34,0_yweweler_34.wav
9,theo,20,9_theo_20.wav
6,jackson,24,6_jackson_24.wav
9,jackson,6,9_jackson_6.wav
7,yweweler,24,7_yweweler_24.wav
2,lucas,12,2_lucas_12.wav
2,jackson,45,2_jackson_45.wav
2,nicolas,12,2_nicolas_12.wav
7,yweweler,30,7_yweweler_30.wav
6,jackson,18,6_jackson_18.wav
6,lucas,32,6_lucas_32.wav
3,theo,44,3_theo_44.wav
1,george,18,1_george_18.wav
3,theo,9,3_theo_9.wav
8,theo,1,8_theo_1.wav
6,lucas,26,6_lucas_26.wav
1,george,24,1_george_24.wav
1,george,30,1_george_30.wav
8,jackson,8,8_jackson_8.wav
5,yweweler,10,5_yweweler_10.wav
2,yweweler,28,2_yweweler_28.wav
8,george,46,8_george_46.wav
4,lucas,29,4_lucas_29.wav
2,yweweler,14,2_yweweler_14.wav
6,george,34,6_george_34.wav
6,theo,41,6_theo_41.wav
9,george,3,9_george_3.wav
6,george,20,6_george_20.wav
4,lucas,15,4_lucas_15.wav
5,yweweler,38,5_yweweler_38.wav
7,george,12,7_george_12.wav
4,nicolas,29,4_nicolas_29.wav
8,jackson,36,8_jackson_36.wav
5,theo,2,5_theo_2.wav
0,jackson,23,0_jackson_23.wav
0,lucas,21,0_lucas_21.wav
0,jackson,37,0_jackson_37.wav
0,lucas,35,0_lucas_35.wav
9,george,48,9_george_48.wav
8,jackson,22,8_jackson_22.wav
4,jackson,42,4_jackson_42.wav
4,nicolas,15,4_nicolas_15.wav
0,nicolas,48,0_nicolas_48.wav
7,lucas,2,7_lucas_2.wav
8,nicolas,49,8_nicolas_49.wav
5,theo,32,5_theo_32.wav
3,nicolas,16,3_nicolas_16.wav
3,jackson,41,3_jackson_41.wav
4,george,17,4_george_17.wav
8,yweweler,32,8_yweweler_32.wav
3,yweweler,8,3_yweweler_8.wav
3,lucas,29,3_lucas_29.wav
8,yweweler,26,8_yweweler_26.wav
5,theo,26,5_theo_26.wav
1,yweweler,45,1_yweweler_45.wav
8,lucas,49,8_lucas_49.wav
7,jackson,20,7_jackson_20.wav
3,lucas,15,3_lucas_15.wav
7,jackson,34,7_jackson_34.wav
6,yweweler,41,6_yweweler_41.wav
7,lucas,21,7_lucas_21.wav
5,george,19,5_george_19.wav
7,lucas,35,7_lucas_35.wav
5,george,31,5_george_31.wav
2,theo,16,2_theo_16.wav
5,george,25,5_george_25.wav
5,george,24,5_george_24.wav
2,theo,17,2_theo_17.wav
5,george,30,5_george_30.wav
7,lucas,34,7_lucas_34.wav
5,george,18,5_george_18.wav
7,lucas,20,7_lucas_20.wav
7,jackson,35,7_jackson_35.wav
3,lucas,14,3_lucas_14.wav
6,yweweler,40,6_yweweler_40.wav
8,lucas,48,8_lucas_48.wav
7,jackson,21,7_jackson_21.wav
8,yweweler,27,8_yweweler_27.wav
3,lucas,28,3_lucas_28.wav
3,yweweler,9,3_yweweler_9.wav
1,yweweler,44,1_yweweler_44.wav
5,theo,27,5_theo_27.wav
4,george,16,4_george_16.wav
3,jackson,40,3_jackson_40.wav
3,nicolas,17,3_nicolas_17.wav
5,theo,33,5_theo_33.wav
8,yweweler,33,8_yweweler_33.wav
8,nicolas,48,8_nicolas_48.wav
4,nicolas,14,4_nicolas_14.wav
4,jackson,43,4_jackson_43.wav
7,lucas,3,7_lucas_3.wav
0,nicolas,49,0_nicolas_49.wav
9,george,49,9_george_49.wav
0,lucas,34,0_lucas_34.wav
0,jackson,36,0_jackson_36.wav
8,jackson,23,8_jackson_23.wav
8,jackson,37,8_jackson_37.wav
4,nicolas,28,4_nicolas_28.wav
7,george,13,7_george_13.wav
0,lucas,20,0_lucas_20.wav
5,theo,3,5_theo_3.wav
0,jackson,22,0_jackson_22.wav
5,yweweler,39,5_yweweler_39.wav
4,lucas,14,4_lucas_14.wav
6,george,21,6_george_21.wav
6,theo,40,6_theo_40.wav
6,george,35,6_george_35.wav
2,yweweler,15,2_yweweler_15.wav
9,george,2,9_george_2.wav
4,lucas,28,4_lucas_28.wav
2,yweweler,29,2_yweweler_29.wav
5,yweweler,11,5_yweweler_11.wav
8,george,47,8_george_47.wav
1,george,31,1_george_31.wav
8,jackson,9,8_jackson_9.wav
1,george,25,1_george_25.wav
8,theo,0,8_theo_0.wav
3,theo,8,3_theo_8.wav
6,lucas,27,6_lucas_27.wav
3,theo,45,3_theo_45.wav
6,lucas,33,6_lucas_33.wav
1,george,19,1_george_19.wav
2,nicolas,13,2_nicolas_13.wav
2,jackson,44,2_jackson_44.wav
6,jackson,19,6_jackson_19.wav
7,yweweler,31,7_yweweler_31.wav
7,yweweler,25,7_yweweler_25.wav
9,jackson,7,9_jackson_7.wav
2,lucas,13,2_lucas_13.wav
0,george,17,0_george_17.wav
9,nicolas,0,9_nicolas_0.wav
6,jackson,25,6_jackson_25.wav
9,theo,21,9_theo_21.wav
0,yweweler,35,0_yweweler_35.wav
9,theo,35,9_theo_35.wav
4,theo,49,4_theo_49.wav
0,yweweler,21,0_yweweler_21.wav
7,yweweler,19,7_yweweler_19.wav
6,jackson,31,6_jackson_31.wav
9,yweweler,42,9_yweweler_42.wav
2,lucas,6,2_lucas_6.wav
9,jackson,33,9_jackson_33.wav
0,theo,22,0_theo_22.wav
1,jackson,26,1_jackson_26.wav
0,theo,36,0_theo_36.wav
1,jackson,32,1_jackson_32.wav
5,nicolas,38,5_nicolas_38.wav
9,jackson,27,9_jackson_27.wav
5,jackson,47,5_jackson_47.wav
5,nicolas,10,5_nicolas_10.wav
1,lucas,27,1_lucas_27.wav
3,george,12,3_george_12.wav
1,lucas,33,1_lucas_33.wav
2,george,34,2_george_34.wav
8,george,5,8_george_5.wav
4,yweweler,48,4_yweweler_48.wav
5,lucas,13,5_lucas_13.wav
2,george,20,2_george_20.wav
7,theo,12,7_theo_12.wav
0,theo,6,0_theo_6.wav
5,lucas,39,5_lucas_39.wav
7,theo,10,7_theo_10.wav
0,theo,4,0_theo_4.wav
8,george,7,8_george_7.wav
2,george,36,2_george_36.wav
2,george,22,2_george_22.wav
5,lucas,11,5_lucas_11.wav
7,theo,38,7_theo_38.wav
1,jackson,18,1_jackson_18.wav
3,george,10,3_george_10.wav
1,lucas,25,1_lucas_25.wav
5,nicolas,12,5_nicolas_12.wav
5,jackson,45,5_jackson_45.wav
1,lucas,31,1_lucas_31.wav
9,jackson,19,9_jackson_19.wav
0,theo,20,0_theo_20.wav
1,jackson,24,1_jackson_24.wav
1,lucas,19,1_lucas_19.wav
9,jackson,31,9_jackson_31.wav
3,george,38,3_george_38.wav
9,jackson,25,9_jackson_25.wav
0,theo,34,0_theo_34.wav
1,jackson,30,1_jackson_30.wav
0,yweweler,37,0_yweweler_37.wav
9,theo,23,9_theo_23.wav
6,jackson,27,6_jackson_27.wav
9,nicolas,2,9_nicolas_2.wav
2,lucas,39,2_lucas_39.wav
0,george,15,0_george_15.wav
2,nicolas,39,2_nicolas_39.wav
2,lucas,4,2_lucas_4.wav
9,yweweler,40,9_yweweler_40.wav
6,jackson,33,6_jackson_33.wav
0,yweweler,23,0_yweweler_23.wav
9,theo,37,9_theo_37.wav
7,yweweler,33,7_yweweler_33.wav
0,george,29,0_george_29.wav
2,jackson,46,2_jackson_46.wav
2,nicolas,11,2_nicolas_11.wav
2,lucas,11,2_lucas_11.wav
9,jackson,5,9_jackson_5.wav
7,yweweler,27,7_yweweler_27.wav
6,lucas,25,6_lucas_25.wav
8,theo,2,8_theo_2.wav
5,lucas,8,5_lucas_8.wav
6,lucas,31,6_lucas_31.wav
3,theo,47,3_theo_47.wav
6,lucas,19,6_lucas_19.wav
1,george,33,1_george_33.wav
1,george,27,1_george_27.wav
8,george,45,8_george_45.wav
5,yweweler,13,5_yweweler_13.wav
6,george,23,6_george_23.wav
4,lucas,16,4_lucas_16.wav
9,george,0,9_george_0.wav
2,yweweler,17,2_yweweler_17.wav
6,george,37,6_george_37.wav
6,theo,42,6_theo_42.wav
8,jackson,21,8_jackson_21.wav
0,jackson,34,0_jackson_34.wav
0,lucas,36,0_lucas_36.wav
0,jackson,20,0_jackson_20.wav
5,theo,1,5_theo_1.wav
0,lucas,22,0_lucas_22.wav
7,george,11,7_george_11.wav
8,jackson,35,8_jackson_35.wav
7,george,39,7_george_39.wav
4,yweweler,8,4_yweweler_8.wav
7,lucas,1,7_lucas_1.wav
4,jackson,41,4_jackson_41.wav
4,nicolas,16,4_nicolas_16.wav
5,theo,25,5_theo_25.wav
1,yweweler,46,1_yweweler_46.wav
8,yweweler,25,8_yweweler_25.wav
7,nicolas,48,7_nicolas_48.wav
8,yweweler,31,8_yweweler_31.wav
5,theo,31,5_theo_31.wav
3,nicolas,15,3_nicolas_15.wav
3,jackson,42,3_jackson_42.wav
4,george,14,4_george_14.wav
5,theo,19,5_theo_19.wav
6,yweweler,42,6_yweweler_42.wav
3,lucas,16,3_lucas_16.wav
7,jackson,37,7_jackson_37.wav
8,yweweler,19,8_yweweler_19.wav
7,jackson,23,7_jackson_23.wav
3,nicolas,29,3_nicolas_29.wav
4,george,28,4_george_28.wav
7,lucas,36,7_lucas_36.wav
2,theo,29,2_theo_29.wav
7,lucas,22,7_lucas_22.wav
2,theo,15,2_theo_15.wav
5,george,26,5_george_26.wav
5,george,32,5_george_32.wav
5,george,33,5_george_33.wav
5,george,27,5_george_27.wav
2,theo,14,2_theo_14.wav
7,lucas,23,7_lucas_23.wav
2,theo,28,2_theo_28.wav
7,lucas,37,7_lucas_37.wav
7,jackson,22,7_jackson_22.wav
4,george,29,4_george_29.wav
3,nicolas,28,3_nicolas_28.wav
6,yweweler,43,6_yweweler_43.wav
5,theo,18,5_theo_18.wav
8,yweweler,18,8_yweweler_18.wav
7,jackson,36,7_jackson_36.wav
3,lucas,17,3_lucas_17.wav
8,yweweler,30,8_yweweler_30.wav
7,nicolas,49,7_nicolas_49.wav
4,george,15,4_george_15.wav
3,jackson,43,3_jackson_43.wav
3,nicolas,14,3_nicolas_14.wav
5,theo,30,5_theo_30.wav
1,yweweler,47,1_yweweler_47.wav
5,theo,24,5_theo_24.wav
8,yweweler,24,8_yweweler_24.wav
7,lucas,0,7_lucas_0.wav
4,nicolas,17,4_nicolas_17.wav
4,jackson,40,4_jackson_40.wav
7,george,38,7_george_38.wav
4,yweweler,9,4_yweweler_9.wav
0,lucas,23,0_lucas_23.wav
0,jackson,21,0_jackson_21.wav
5,theo,0,5_theo_0.wav
8,jackson,34,8_jackson_34.wav
7,george,10,7_george_10.wav
8,jackson,20,8_jackson_20.wav
0,lucas,37,0_lucas_37.wav
0,jackson,35,0_jackson_35.wav
9,george,1,9_george_1.wav
6,theo,43,6_theo_43.wav
6,george,36,6_george_36.wav
2,yweweler,16,2_yweweler_16.wav
4,lucas,17,4_lucas_17.wav
6,george,22,6_george_22.wav
8,george,44,8_george_44.wav
5,yweweler,12,5_yweweler_12.wav
1,george,26,1_george_26.wav
6,lucas,18,6_lucas_18.wav
1,george,32,1_george_32.wav
5,lucas,9,5_lucas_9.wav
3,theo,46,3_theo_46.wav
6,lucas,30,6_lucas_30.wav
6,lucas,24,6_lucas_24.wav
8,theo,3,8_theo_3.wav
2,lucas,10,2_lucas_10.wav
7,yweweler,26,7_yweweler_26.wav
9,jackson,4,9_jackson_4.wav
7,yweweler,32,7_yweweler_32.wav
2,nicolas,10,2_nicolas_10.wav
2,jackson,47,2_jackson_47.wav
0,george,28,0_george_28.wav
9,yweweler,41,9_yweweler_41.wav
2,lucas,5,2_lucas_5.wav
2,nicolas,38,2_nicolas_38.wav
9,theo,36,9_theo_36.wav
0,yweweler,22,0_yweweler_22.wav
6,jackson,32,6_jackson_32.wav
6,jackson,26,6_jackson_26.wav
9,theo,22,9_theo_22.wav
0,yweweler,36,0_yweweler_36.wav
0,george,14,0_george_14.wav
2,lucas,38,2_lucas_38.wav
9,nicolas,3,9_nicolas_3.wav
9,jackson,24,9_jackson_24.wav
3,george,39,3_george_39.wav
1,jackson,31,1_jackson_31.wav
0,theo,35,0_theo_35.wav
1,jackson,25,1_jackson_25.wav
0,theo,21,0_theo_21.wav
9,jackson,30,9_jackson_30.wav
1,lucas,18,1_lucas_18.wav
9,jackson,18,9_jackson_18.wav
1,lucas,30,1_lucas_30.wav
1,jackson,19,1_jackson_19.wav
5,jackson,44,5_jackson_44.wav
5,nicolas,13,5_nicolas_13.wav
1,lucas,24,1_lucas_24.wav
3,george,11,3_george_11.wav
2,george,23,2_george_23.wav
7,theo,39,7_theo_39.wav
5,lucas,10,5_lucas_10.wav
2,george,37,2_george_37.wav
8,george,6,8_george_6.wav
0,theo,5,0_theo_5.wav
7,theo,11,7_theo_11.wav
5,lucas,38,5_lucas_38.wav
2,george,12,2_george_12.wav
0,theo,8,0_theo_8.wav
5,lucas,21,5_lucas_21.wav
3,yweweler,42,3_yweweler_42.wav
5,lucas,35,5_lucas_35.wav
7,theo,34,7_theo_34.wav
7,theo,20,7_theo_20.wav
4,yweweler,46,4_yweweler_46.wav
9,jackson,15,9_jackson_15.wav
9,nicolas,42,9_nicolas_42.wav
5,yweweler,0,5_yweweler_0.wav
0,theo,10,0_theo_10.wav
1,nicolas,43,1_nicolas_43.wav
1,jackson,14,1_jackson_14.wav
1,lucas,29,1_lucas_29.wav
5,jackson,49,5_jackson_49.wav
5,nicolas,36,5_nicolas_36.wav
9,jackson,29,9_jackson_29.wav
3,george,34,3_george_34.wav
0,theo,38,0_theo_38.wav
1,jackson,28,1_jackson_28.wav
3,george,20,3_george_20.wav
1,lucas,15,1_lucas_15.wav
5,nicolas,22,5_nicolas_22.wav
2,nicolas,35,2_nicolas_35.wav
2,lucas,21,2_lucas_21.wav
2,lucas,8,2_lucas_8.wav
4,theo,47,4_theo_47.wav
7,yweweler,17,7_yweweler_17.wav
0,george,19,0_george_19.wav
2,nicolas,21,2_nicolas_21.wav
